Explorações segundo o número de suínos (Médio Tejo e Lezíria do Tejo),,,,,,,,,,,,,,
,,Almeirim,expl (nº),   191 ,   171 ,   10 ,   1 ,- ,   1 ,   1 ,   3 ,   3 ,   1 ,- 
,,,efect (nº),  2 296 ,   244 ,   32 ,... ,- ,... ,... ,   394 ,   853 ,... ,- 
,,Alpiarça,expl (nº),   50 ,   44 ,   2 ,   1 ,- ,- ,   1 ,- ,- ,- ,   2 
,,,efect (nº),  5 917 ,   57 ,... ,... ,- ,- ,... ,- ,- ,- ,... 
,,Azambuja,expl (nº),   114 ,   70 ,   13 ,   1 ,   5 ,   4 ,   4 ,   5 ,   1 ,   3 ,   8 
,,,efect (nº),  37 802 ,   102 ,   40 ,... ,   63 ,   134 ,   298 ,   719 ,... ,  1 844 ,  34 205 
,,Benavente,expl (nº),   115 ,   77 ,   18 ,   7 ,   5 ,   1 ,   1 ,- ,   1 ,- ,   5 
,,,efect (nº),  16 931 ,   117 ,   63 ,   42 ,   68 ,... ,... ,- ,... ,- ,  16 190 
,,Cartaxo,expl (nº),   49 ,   22 ,   3 ,- ,- ,   3 ,   1 ,   2 ,   2 ,   3 ,   13 
,,,efect (nº),  33 295 ,   30 ,   10 ,- ,- ,   97 ,... ,... ,... ,  2 204 ,  30 093 
,,Chamusca,expl (nº),   42 ,   33 ,   2 ,   2 ,- ,   2 ,   2 ,- ,- ,- ,   1 
,,,efect (nº),  4 338 ,   43 ,... ,... ,- ,... ,... ,- ,- ,- ,... 
,,Coruche,expl (nº),   367 ,   267 ,   48 ,   18 ,   10 ,   8 ,   6 ,   2 ,   3 ,- ,   5 
,,,efect (nº),  20 645 ,   445 ,   152 ,   114 ,   139 ,   250 ,   423 ,... ,   846 ,- ,  17 931 
,,Golegã,expl (nº),   7 ,   3 ,   1 ,   1 ,- ,- ,   1 ,   1 ,- ,- ,- 
,,,efect (nº),   201 ,   3 ,... ,... ,- ,- ,... ,... ,- ,- ,- 
,,Rio Maior,expl (nº),   561 ,   150 ,   33 ,   51 ,   68 ,   68 ,   55 ,   47 ,   33 ,   34 ,   22 
,,,efect (nº),  110 269 ,   216 ,   111 ,   400 ,   905 ,  2 077 ,  4 031 ,  6 565 ,  8 238 ,  22 455 ,  65 271 
,,Salvaterra de Magos,expl (nº),   139 ,   108 ,   14 ,   6 ,   1 ,   2 ,- ,- ,   2 ,   1 ,   5 
,,,efect (nº),  13 759 ,   156 ,   45 ,   40 ,... ,... ,- ,- ,... ,... ,  11 894 
,,Santarém,expl (nº),   613 ,   288 ,   54 ,   49 ,   63 ,   50 ,   36 ,   25 ,   28 ,   7 ,   13 
,,,efect (nº),  96 903 ,   395 ,   181 ,   345 ,   841 ,  1 595 ,  2 562 ,  4 041 ,  7 549 ,  4 236 ,  75 158 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
