Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,- ,   2 ,   1 ,   1 ,- ,- ,- ,- ,- 
,,,45 - 54,- ,- ,   1 ,   3 ,   1 ,- ,- ,   2 ,- 
,,,55 - 64,- ,- ,- ,   5 ,- ,- ,- ,- ,- 
,,,>= 65,- ,   3 ,- ,   4 ,- ,- ,- ,   1 ,- 
,Lezíria do Tejo,,,,,,,,,,,
,,,Total,   3 ,   527 ,   556 ,  1 518 ,   93 ,   129 ,   114 ,   553 ,   364 
,,,15 - 24,- ,   9 ,   1 ,   6 ,- ,   2 ,   1 ,   3 ,   4 
,,,25 - 34,   2 ,   42 ,   33 ,   51 ,   1 ,   5 ,   12 ,   21 ,   11 
,,,35 - 44,- ,   66 ,   100 ,   138 ,   10 ,   13 ,   18 ,   53 ,   42 
,,,45 - 54,- ,   104 ,   182 ,   296 ,   15 ,   33 ,   26 ,   115 ,   77 
,,,55 - 64,- ,   142 ,   154 ,   480 ,   33 ,   43 ,   18 ,   180 ,   90 
,,,>= 65,   1 ,   164 ,   86 ,   547 ,   34 ,   33 ,   39 ,   181 ,   140 
,,Almeirim,,,,,,,,,,
,,,Total,- ,   11 ,   8 ,   126 ,- ,   2 ,   1 ,   8 ,   7 
,,,15 - 24,- ,- ,- ,   2 ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,   1 ,   10 ,- ,- ,- ,- ,- 
,,,35 - 44,- ,- ,- ,   25 ,- ,- ,- ,   2 ,   1 
,,,45 - 54,- ,   6 ,- ,   23 ,- ,   2 ,   1 ,   3 ,   1 
,,,55 - 64,- ,   2 ,   3 ,   38 ,- ,- ,- ,   1 ,   3 
,,,>= 65,- ,   3 ,   4 ,   28 ,- ,- ,- ,   2 ,   2 
,,Alpiarça,,,,,,,,,,
,,,Total,- ,   4 ,   2 ,   49 ,   1 ,   1 ,   2 ,   6 ,   1 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,   3 ,- ,- ,- ,- ,- 
,,,35 - 44,- ,- ,- ,   5 ,- ,- ,- ,   1 ,   1 
,,,45 - 54,- ,- ,   1 ,   5 ,- ,- ,- ,   1 ,- 
,,,55 - 64,- ,- ,   1 ,   18 ,- ,   1 ,- ,   2 ,- 
,,,>= 65,- ,   4 ,- ,   18 ,   1 ,- ,   2 ,   2 ,- 
,,Azambuja,,,,,,,,,,
,,,Total,- ,   50 ,   15 ,   93 ,   5 ,   2 ,   3 ,   40 ,   22 
,,,15 - 24,- ,   3 ,- ,- ,- ,- ,- ,   2 ,- 
,,,25 - 34,- ,   5 ,   1 ,   7 ,- ,- ,   2 ,   3 ,- 
,,,35 - 44,- ,   6 ,   4 ,   5 ,- ,- ,   1 ,   3 ,   1 
,,,45 - 54,- ,   15 ,- ,   19 ,   1 ,   1 ,- ,   8 ,   5 
,,,55 - 64,- ,   13 ,   8 ,   32 ,   4 ,   1 ,- ,   18 ,   8 
,,,>= 65,- ,   8 ,   2 ,   30 ,- ,- ,- ,   6 ,   8 
,,Benavente,,,,,,,,,,
,,,Total,- ,   33 ,   13 ,   56 ,   8 ,   7 ,   11 ,   15 ,   8 
,,,15 - 24,- ,   1 ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,   2 ,- ,- ,- ,   1 ,   1 ,- ,- 
,,,35 - 44,- ,   2 ,   1 ,   7 ,   1 ,- ,   2 ,   1 ,   2 
,,,45 - 54,- ,   8 ,   5 ,   10 ,   3 ,   4 ,   4 ,   2 ,   1 
,,,55 - 64,- ,   8 ,   3 ,   16 ,   4 ,- ,- ,   2 ,   1 
,,,>= 65,- ,   12 ,   4 ,   23 ,- ,   2 ,   4 ,   10 ,   4 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
