Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,
,,,45 - 54,- ,   4 ,   2 ,   8 ,- ,- ,- ,   1 ,- 
,,,55 - 64,- ,   6 ,   3 ,   43 ,- ,- ,   1 ,- ,- 
,,,>= 65,- ,   6 ,   1 ,   46 ,   2 ,- ,   1 ,   1 ,   3 
,,Sobral de Monte Agraço,,,,,,,,,,
,,,Total,   2 ,   66 ,   8 ,   136 ,   7 ,   8 ,   15 ,   14 ,   5 
,,,15 - 24,- ,   1 ,- ,- ,- ,- ,- ,- ,   1 
,,,25 - 34,- ,   1 ,- ,   5 ,- ,- ,- ,   1 ,   1 
,,,35 - 44,   1 ,   6 ,   3 ,   15 ,- ,   2 ,   2 ,- ,- 
,,,45 - 54,   1 ,   14 ,   2 ,   23 ,   2 ,- ,   2 ,   2 ,- 
,,,55 - 64,- ,   24 ,   3 ,   39 ,   2 ,   5 ,   6 ,   5 ,   2 
,,,>= 65,- ,   20 ,- ,   54 ,   3 ,   1 ,   5 ,   6 ,   1 
,,Torres Vedras,,,,,,,,,,
,,,Total,   3 ,   102 ,   39 ,   748 ,   20 ,   14 ,   20 ,   72 ,   15 
,,,15 - 24,- ,   2 ,- ,- ,- ,- ,   1 ,- ,   1 
,,,25 - 34,- ,   7 ,   1 ,   18 ,   1 ,   1 ,- ,   4 ,- 
,,,35 - 44,- ,   15 ,   8 ,   94 ,   3 ,   2 ,   5 ,   8 ,   5 
,,,45 - 54,- ,   18 ,   9 ,   144 ,   4 ,   2 ,   4 ,   26 ,   3 
,,,55 - 64,   1 ,   29 ,   10 ,   254 ,   6 ,   3 ,   8 ,   18 ,   4 
,,,>= 65,   2 ,   31 ,   11 ,   238 ,   6 ,   6 ,   2 ,   16 ,   2 
,Grande Lisboa,,,,,,,,,,,
,,,Total,   8 ,   388 ,   35 ,   549 ,   29 ,   41 ,   35 ,   107 ,   43 
,,,15 - 24,- ,   2 ,- ,   1 ,- ,   1 ,- ,- ,- 
,,,25 - 34,- ,   20 ,- ,   19 ,   1 ,   2 ,- ,   4 ,   1 
,,,35 - 44,- ,   39 ,   2 ,   30 ,   2 ,   3 ,   5 ,   11 ,   2 
,,,45 - 54,   2 ,   73 ,   13 ,   68 ,   3 ,   11 ,   3 ,   25 ,   10 
,,,55 - 64,   3 ,   114 ,   15 ,   169 ,   7 ,   12 ,   12 ,   35 ,   7 
,,,>= 65,   3 ,   140 ,   5 ,   262 ,   16 ,   12 ,   15 ,   32 ,   23 
,,Amadora,,,,,,,,,,
,,,Total,- ,   9 ,   1 ,- ,- ,- ,- ,   1 ,   1 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,   2 ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,45 - 54,- ,   2 ,- ,- ,- ,- ,- ,- ,   1 
,,,55 - 64,- ,   2 ,   1 ,- ,- ,- ,- ,   1 ,- 
,,,>= 65,- ,   3 ,- ,- ,- ,- ,- ,- ,- 
,,Cascais,,,,,,,,,,
,,,Total,   2 ,   33 ,   1 ,   6 ,- ,   6 ,   1 ,   1 ,- 
,,,15 - 24,- ,   1 ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,   1 ,- ,- ,- ,   2 ,- ,- ,- 
,,,35 - 44,- ,   2 ,- ,   1 ,- ,- ,   1 ,- ,- 
,,,45 - 54,- ,   6 ,- ,- ,- ,- ,- ,- ,- 
,,,55 - 64,- ,   4 ,- ,   2 ,- ,   1 ,- ,- ,- 
,,,>= 65,   2 ,   19 ,   1 ,   3 ,- ,   3 ,- ,   1 ,- 
,,Loures,,,,,,,,,,
,,,Total,- ,   100 ,   7 ,   79 ,   5 ,   1 ,   6 ,   33 ,   22 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,   5 ,- ,   3 ,- ,- ,- ,   1 ,- 
,,,35 - 44,- ,   12 ,- ,   7 ,- ,- ,- ,   7 ,   1 
,,,45 - 54,- ,   22 ,   4 ,   19 ,   1 ,   1 ,   1 ,   10 ,   5 
,,,55 - 64,- ,   23 ,   2 ,   21 ,   1 ,- ,   4 ,   8 ,   4 
,,,>= 65,- ,   38 ,   1 ,   29 ,   3 ,- ,   1 ,   7 ,   12 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
