Principais culturas permanentes (Médio Tejo e Lezíria do Tejo),,,,,,,,,,,,,,
,,,área (ha),   225 ,   7 ,   8 ,- ,   2 ,   190 ,   17 ,- ,- ,- ,- 
,Lezíria do Tejo,,expl (nº),  11 737 ,  1 858 ,  2 546 ,   11 ,   194 ,  5 809 ,  7 740 ,   9 ,- ,- ,   4 
,,,área (ha),  31 031 ,  1 561 ,  1 117 ,   6 ,   189 ,  11 950 ,  16 175 ,   28 ,- ,- ,   6 
,,Almeirim,expl (nº),  1 218 ,   365 ,   336 ,   1 ,   4 ,   106 ,  1 108 ,   1 ,- ,- ,- 
,,,área (ha),  4 408 ,   276 ,   167 ,... ,   3 ,   111 ,  3 850 ,... ,- ,- ,- 
,,Alpiarça,expl (nº),   572 ,   100 ,   136 ,- ,- ,   68 ,   525 ,   1 ,- ,- ,   4 
,,,área (ha),  2 354 ,   154 ,   112 ,- ,- ,   64 ,  2 016 ,... ,- ,- ,   6 
,,Azambuja,expl (nº),  1 422 ,   255 ,   254 ,   4 ,   34 ,   404 ,  1 295 ,   1 ,- ,- ,- 
,,,área (ha),  3 405 ,   202 ,   73 ,   2 ,   27 ,   665 ,  2 422 ,... ,- ,- ,- 
,,Benavente,expl (nº),   318 ,   85 ,   207 ,- ,- ,   20 ,   171 ,   1 ,- ,- ,- 
,,,área (ha),   441 ,   41 ,   104 ,- ,- ,   40 ,   258 ,... ,- ,- ,- 
,,Cartaxo,expl (nº),   887 ,   100 ,   248 ,   1 ,   13 ,   222 ,   764 ,- ,- ,- ,- 
,,,área (ha),  2 420 ,   102 ,   45 ,... ,   20 ,   253 ,  2 000 ,- ,- ,- ,- 
,,Chamusca,expl (nº),   414 ,   96 ,   238 ,   1 ,   5 ,   188 ,   161 ,- ,- ,- ,- 
,,,área (ha),  1 468 ,   74 ,   205 ,... ,o ,   535 ,   653 ,- ,- ,- ,- 
,,Coruche,expl (nº),   950 ,   324 ,   531 ,- ,   4 ,   356 ,   658 ,   4 ,- ,- ,- 
,,,área (ha),  1 536 ,   238 ,   231 ,- ,   4 ,   347 ,   705 ,   10 ,- ,- ,- 
,,Golegã,expl (nº),   88 ,   12 ,   50 ,- ,   4 ,   38 ,   32 ,- ,- ,- ,- 
,,,área (ha),   351 ,   8 ,   34 ,- ,o ,   216 ,   93 ,- ,- ,- ,- 
,,Rio Maior,expl (nº),  1 553 ,   115 ,   69 ,   3 ,   51 ,  1 133 ,   992 ,- ,- ,- ,- 
,,,área (ha),  2 925 ,   208 ,   16 ,   2 ,   64 ,  1 532 ,  1 104 ,- ,- ,- ,- 
,,Salvaterra de Magos,expl (nº),   579 ,   65 ,   229 ,- ,   1 ,   69 ,   480 ,- ,- ,- ,- 
,,,área (ha),   699 ,   17 ,   57 ,- ,... ,   41 ,   582 ,- ,- ,- ,- 
,,Santarém,expl (nº),  3 736 ,   341 ,   248 ,   1 ,   78 ,  3 205 ,  1 554 ,   1 ,- ,- ,- 
,,,área (ha),  11 024 ,   241 ,   73 ,... ,   70 ,  8 146 ,  2 492 ,... ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
