Máquinas e equipamentos (Península de Setúbal),,,,,,,,,,,,,,
,,De 109 c.v. e mais,expl (nº),   634 ,   58 ,   4 ,   2 ,- ,   8 ,   13 ,   27 ,- ,   1 ,   3 
,,,máq (nº),   893 ,   74 ,   5 ,... ,- ,   8 ,   14 ,   39 ,- ,... ,   5 
,Motocultivadores,,expl (nº),  15 950 ,   794 ,   32 ,   23 ,   18 ,   64 ,   95 ,   256 ,   26 ,   150 ,   130 
,,,máq (nº),  18 118 ,   834 ,   32 ,   27 ,   19 ,   73 ,   95 ,   262 ,   27 ,   158 ,   141 
,Motoenxadas (motofresas),,expl (nº),  7 133 ,   96 ,   11 ,   5 ,- ,   5 ,   10 ,   30 ,   1 ,   24 ,   10 
,,,máq (nº),  7 717 ,   97 ,   11 ,   5 ,- ,   5 ,   10 ,   30 ,... ,   25 ,   10 
,Motoceifeiras (motogadanheiras),,expl (nº),  1 096 ,   32 ,   6 ,   2 ,- ,- ,   2 ,   8 ,   2 ,   7 ,   5 
,,,máq (nº),  1 134 ,   32 ,   6 ,... ,- ,- ,... ,   8 ,... ,   7 ,   5 
,Electrobomba/motobomba,,expl (nº),  25 287 ,  4 247 ,   150 ,   102 ,   79 ,   299 ,   975 ,  1 949 ,   62 ,   191 ,   440 
,,,máq (nº),  46 428 ,  6 560 ,   221 ,   152 ,   96 ,   455 ,  1 557 ,  2 962 ,   91 ,   234 ,   792 
,Distribuidores de adubos e correctivos,,expl (nº),  5 577 ,   709 ,   57 ,   4 ,- ,   18 ,   281 ,   294 ,   4 ,   18 ,   33 
,,,máq (nº),  6 319 ,   820 ,   66 ,   4 ,- ,   21 ,   301 ,   366 ,   4 ,   18 ,   40 
,Semeadores,,expl (nº),  2 642 ,   295 ,   34 ,   3 ,   4 ,   23 ,   89 ,   121 ,   2 ,   5 ,   14 
,,,máq (nº),  2 951 ,   321 ,   43 ,   3 ,   4 ,   25 ,   95 ,   128 ,... ,   5 ,   15 
,Plantadores/transplantadores,,expl (nº),  1 538 ,   299 ,   35 ,- ,   1 ,   3 ,   148 ,   107 ,- ,   1 ,   4 
,,,máq (nº),  1 688 ,   336 ,   38 ,- ,... ,   3 ,   171 ,   118 ,- ,... ,   4 
,Pulverizadores e polvilhadores,,expl (nº),  14 495 ,  1 286 ,   107 ,   3 ,   22 ,   61 ,   378 ,   582 ,   9 ,   35 ,   89 
,,,máq (nº),  18 449 ,  1 518 ,   122 ,   3 ,   24 ,   76 ,   412 ,   721 ,   9 ,   37 ,   114 
,Gadanheiras,,expl (nº),  2 790 ,   189 ,   9 ,   2 ,   1 ,   5 ,   58 ,   68 ,   8 ,   18 ,   20 
,,,máq (nº),  3 236 ,   215 ,   9 ,... ,... ,   7 ,   62 ,   83 ,   9 ,   19 ,   23 
,Colhedores de forragem,,expl (nº),   500 ,   58 ,   3 ,- ,- ,   9 ,   13 ,   21 ,- ,   2 ,   10 
,,,máq (nº),   578 ,   68 ,   4 ,- ,- ,   12 ,   17 ,   22 ,- ,... ,   11 
,Enfardadeiras,,expl (nº),  1 136 ,   65 ,   5 ,   1 ,- ,   2 ,   19 ,   21 ,   3 ,   7 ,   7 
,,,máq (nº),  1 247 ,   70 ,   5 ,... ,- ,... ,   20 ,   23 ,   4 ,   8 ,   7 
,Ceifeiras-debulhadoras,,expl (nº),   686 ,   35 ,   3 ,   3 ,   1 ,   2 ,   3 ,   15 ,- ,   6 ,   2 
,,,máq (nº),   758 ,   43 ,   4 ,   3 ,... ,... ,   3 ,   22 ,- ,   6 ,... 
,Secadores de cereais,,expl (nº),   188 ,   15 ,- ,- ,- ,   1 ,   6 ,   8 ,- ,- ,- 
,,,máq (nº),   208 ,   16 ,- ,- ,- ,... ,   6 ,   9 ,- ,- ,- 
,Viradores de feno,,expl (nº),  1 246 ,   49 ,   3 ,   1 ,- ,   1 ,   19 ,   16 ,- ,   5 ,   4 
,,,máq (nº),  1 363 ,   52 ,   3 ,... ,- ,... ,   20 ,   18 ,- ,   5 ,   4 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
