Principais culturas temporárias,,,,,,,,,,,,
,,Flores e plantas ornamentais,   31 ,   97 ,   31 ,   97 ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,   4 ,   9 ,   4 ,   9 ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,   7 ,   4 ,   7 ,   4 ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,   5 ,   7 ,   4 ,   3 ,   1 ,... ,   1 ,... ,- ,- 
,Palmela,,,,,,,,,,,
,,Culturas temporárias,  1 340 ,  7 460 ,  1 312 ,  7 051 ,   168 ,   410 ,   102 ,   366 ,   68 ,   43 
,,Cereais para grão,   164 ,  2 264 ,   154 ,  2 182 ,   12 ,   84 ,   10 ,   83 ,   2 ,... 
,,Leguminosas secas para grão,   11 ,   20 ,   8 ,   19 ,   3 ,o ,   3 ,o ,- ,- 
,,Prados temporários,   64 ,   391 ,   64 ,   380 ,   2 ,... ,- ,- ,   2 ,... 
,,Culturas forrageiras,   368 ,  2 247 ,   352 ,  2 034 ,   59 ,   211 ,   55 ,   199 ,   4 ,   12 
,,Batata,   227 ,   383 ,   204 ,   310 ,   38 ,   73 ,   35 ,   72 ,   3 ,   1 
,,Beterraba sacarina,   1 ,... ,   1 ,... ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   8 ,   134 ,   8 ,   134 ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,   943 ,  1 963 ,   913 ,  1 934 ,   69 ,   30 ,   9 ,   11 ,   60 ,   18 
,,Flores e plantas ornamentais,   8 ,   8 ,   8 ,   8 ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,   52 ,   3 ,   52 ,   3 ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,   3 ,   2 ,   3 ,   2 ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,
