"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Oeste)",,,,,,,,,,,,,,,,,
,> 0 a < 2,expl. (nº),  21 193 ,  6 435 ,   783 ,  1 087 ,   292 ,   182 ,   466 ,   472 ,   407 ,   827 ,   46 ,   156 ,   128 ,   255 ,  1 334 
,,SAU (ha),  24 749 ,  6 242 ,   707 ,   869 ,   364 ,   105 ,   383 ,   389 ,   350 ,  1 169 ,   41 ,   125 ,   125 ,   443 ,  1 172 
,2 a < 4,expl. (nº),  13 201 ,  4 808 ,   629 ,   634 ,   173 ,   201 ,   362 ,   440 ,   407 ,   569 ,   62 ,   163 ,   152 ,   153 ,   863 
,,SAU (ha),  27 908 ,  8 228 ,   964 ,  1 179 ,   438 ,   247 ,   537 ,   613 ,   598 ,  1 213 ,   85 ,   199 ,   218 ,   383 ,  1 554 
,4 a < 8,expl. (nº),  10 395 ,  4 477 ,   627 ,   490 ,   162 ,   210 ,   333 ,   452 ,   416 ,   541 ,   54 ,   182 ,   161 ,   129 ,   720 
,,SAU (ha),  36 676 ,  12 389 ,  1 460 ,  1 662 ,   616 ,   423 ,   807 ,  1 040 ,  1 004 ,  1 777 ,   123 ,   405 ,   344 ,   463 ,  2 265 
,8 a < 16,expl. (nº),  6 971 ,  3 337 ,   441 ,   270 ,   97 ,   220 ,   236 ,   372 ,   334 ,   351 ,   57 ,   212 ,   140 ,   79 ,   528 
,,SAU (ha),  43 185 ,  14 717 ,  1 321 ,  1 796 ,   695 ,   869 ,   990 ,  1 291 ,  1 297 ,  1 918 ,   126 ,   689 ,   416 ,   624 ,  2 685 
,16 a < 40,expl. (nº),  5 521 ,  2 772 ,   426 ,   136 ,   51 ,   196 ,   203 ,   355 ,   302 ,   235 ,   65 ,   186 ,   146 ,   47 ,   424 
,,SAU (ha),  65 684 ,  20 297 ,  2 418 ,  2 143 ,   653 ,  1 332 ,  1 524 ,  2 075 ,  1 908 ,  1 934 ,   320 ,  1 104 ,   763 ,   671 ,  3 452 
,40 a < 100,expl. (nº),  2 412 ,  1 066 ,   176 ,   56 ,   14 ,   95 ,   68 ,   126 ,   110 ,   78 ,   21 ,   88 ,   56 ,   17 ,   161 
,,SAU (ha),  77 878 ,  16 107 ,  1 903 ,  2 163 ,   578 ,  1 384 ,   894 ,  1 326 ,  1 289 ,  1 294 ,   223 ,  1 031 ,   433 ,   341 ,  3 248 
,> = 100,expl. (nº),  1 267 ,   428 ,   60 ,   35 ,   9 ,   35 ,   29 ,   49 ,   39 ,   30 ,   6 ,   35 ,   28 ,   9 ,   64 
,,SAU (ha),  169 739 ,  16 282 ,  1 239 ,  4 972 ,   368 ,  1 274 ,  1 360 ,   717 ,   851 ,   699 ,   181 ,   998 ,   827 ,   457 ,  2 339 
OTE,,expl. (nº),  61 615 ,  23 396 ,  3 150 ,  2 717 ,   801 ,  1 140 ,  1 702 ,  2 274 ,  2 017 ,  2 640 ,   312 ,  1 023 ,   815 ,   694 ,  4 111 
,,SAU (ha),  447 863 ,  94 432 ,  10 032 ,  14 806 ,  3 717 ,  5 635 ,  6 502 ,  7 487 ,  7 301 ,  10 020 ,  1 100 ,  4 555 ,  3 132 ,  3 384 ,  16 761 
Cereais plantas olea./proteaginosas,,expl. (nº),  1 461 ,   292 ,   31 ,   35 ,   33 ,- ,   4 ,   11 ,   12 ,   50 ,   5 ,   5 ,   19 ,   23 ,   64 
,,SAU (ha),  40 033 ,  2 966 ,   144 ,  1 079 ,   278 ,- ,   36 ,   52 ,   106 ,   205 ,   11 ,   100 ,   93 ,   427 ,   435 
Culturas agrícolas diversas,,expl. (nº),  5 146 ,  2 366 ,   211 ,   69 ,   40 ,   17 ,   35 ,   174 ,   657 ,   251 ,   54 ,   146 ,   197 ,   87 ,   428 
,,SAU (ha),  66 071 ,  7 675 ,   588 ,   940 ,   189 ,   52 ,   66 ,   447 ,  1 490 ,   817 ,   162 ,   576 ,   667 ,   324 ,  1 357 
Horticultura,,expl. (nº),  4 735 ,  1 976 ,   59 ,   10 ,   32 ,   21 ,   1 ,   58 ,   280 ,   419 ,   85 ,   62 ,   367 ,   96 ,   486 
,,SAU (ha),  15 404 ,  6 031 ,   216 ,   35 ,   124 ,   50 ,... ,   85 ,  1 239 ,  1 014 ,   277 ,   143 ,  1 370 ,   220 ,  1 258 
Viticultura,,expl. (nº),  10 941 ,  5 211 ,   119 ,  1 769 ,   388 ,   178 ,   566 ,   258 ,   60 ,   201 ,   1 ,   51 ,   7 ,   162 ,  1 451 
,,SAU (ha),  37 690 ,  15 656 ,   118 ,  5 912 ,  1 497 ,   499 ,  1 149 ,   532 ,   113 ,   591 ,... ,   148 ,   6 ,   454 ,  4 636 
Fruticultura,,expl. (nº),  6 804 ,  4 368 ,   993 ,   122 ,   49 ,   560 ,   580 ,   712 ,   205 ,   374 ,   44 ,   406 ,   28 ,   16 ,   279 
,,SAU (ha),  28 261 ,  21 009 ,  4 366 ,   467 ,   137 ,  3 288 ,  3 049 ,  3 455 ,   968 ,  1 133 ,   165 ,  2 202 ,   84 ,   35 ,  1 660 
Olivicultura,,expl. (nº),  6 219 ,   43 ,   29 ,   3 ,   2 ,   1 ,   3 ,   4 ,- ,- ,- ,- ,- ,   1 ,- 
,,SAU (ha),  19 816 ,   111 ,   60 ,   7 ,... ,... ,   4 ,   13 ,- ,- ,- ,- ,- ,... ,- 
Culturas permanentes diversas,,expl. (nº),  7 853 ,  1 916 ,   253 ,   217 ,   71 ,   254 ,   280 ,   223 ,   76 ,   137 ,   6 ,   122 ,   23 ,   12 ,   242 
,,SAU (ha),  28 463 ,  8 896 ,   641 ,  1 460 ,   404 ,  1 159 ,  1 112 ,   835 ,   366 ,   514 ,   15 ,   455 ,   120 ,   54 ,  1 761 
Bovinos de leite,,expl. (nº),   402 ,   191 ,   27 ,   1 ,   4 ,   1 ,   9 ,   6 ,   11 ,   68 ,   6 ,   4 ,   4 ,   14 ,   36 
,,SAU (ha),  9 180 ,  2 683 ,   245 ,... ,   56 ,... ,   331 ,   100 ,   253 ,   824 ,   162 ,   59 ,   50 ,   159 ,   403 
Bovinos para gado/carne,,expl. (nº),   697 ,   319 ,   40 ,   22 ,   4 ,   2 ,   10 ,   47 ,   17 ,   92 ,   4 ,   6 ,   5 ,   16 ,   54 
,,SAU (ha),  27 031 ,  1 594 ,   73 ,   79 ,   18 ,... ,   59 ,   121 ,   87 ,   540 ,   6 ,   20 ,   70 ,   157 ,   364 
Bovinos para leite/gado/carne,,expl. (nº),   46 ,   21 ,   4 ,- ,- ,- ,- ,- ,- ,   11 ,- ,   1 ,- ,   2 ,   3 
,,SAU (ha),   552 ,   106 ,   14 ,- ,- ,- ,- ,- ,- ,   67 ,- ,... ,- ,... ,   16 
Ovinos/caprinos/out. herbívoros,,expl. (nº),  2 292 ,   667 ,   87 ,   39 ,   26 ,   11 ,   30 ,   38 ,   28 ,   193 ,   7 ,   16 ,   21 ,   67 ,   104 
,,SAU (ha),  41 280 ,  3 484 ,   312 ,   356 ,   144 ,   95 ,   48 ,   217 ,   72 ,  1 073 ,   9 ,   72 ,   47 ,   341 ,   698 
Granívoros,,expl. (nº),  1 993 ,   949 ,   465 ,   17 ,   7 ,   13 ,   35 ,   179 ,   53 ,   83 ,   5 ,   8 ,   16 ,   12 ,   56 
,,SAU (ha),  11 273 ,  4 588 ,   956 ,  2 185 ,   68 ,   237 ,   59 ,   235 ,   114 ,   279 ,   5 ,   44 ,   4 ,   92 ,   310 
Policultura,,expl. (nº),  8 707 ,  3 794 ,   487 ,   310 ,   100 ,   71 ,   81 ,   384 ,   567 ,   542 ,   75 ,   171 ,   113 ,   136 ,   757 
,,SAU (ha),  63 389 ,  13 854 ,  1 297 ,  1 588 ,   501 ,   193 ,   249 ,   909 ,  2 216 ,  1 917 ,   235 ,   597 ,   272 ,   849 ,  3 031 
Polipecuária-herbívoros,,expl. (nº),   488 ,   156 ,   40 ,   14 ,   1 ,   1 ,   5 ,   10 ,   6 ,   42 ,   2 ,   5 ,   2 ,   7 ,   21 
,,SAU (ha),  8 171 ,   669 ,   147 ,   113 ,... ,... ,   11 ,   17 ,   27 ,   201 ,... ,   9 ,... ,   18 ,   115 
Polipecuária-granívoros,,expl. (nº),   579 ,   261 ,   107 ,   11 ,   6 ,   1 ,   11 ,   50 ,   10 ,   33 ,   6 ,   1 ,   1 ,   8 ,   16 
,,SAU (ha),  3 584 ,  1 040 ,   297 ,   36 ,   79 ,... ,   68 ,   130 ,   37 ,   118 ,   15 ,... ,... ,   46 ,   131 
Agricultura geral e herbívoros,,expl. (nº),   423 ,   173 ,   27 ,   8 ,   8 ,- ,   4 ,   11 ,   13 ,   52 ,   4 ,   6 ,   4 ,   15 ,   21 
,,SAU (ha),  33 026 ,  1 297 ,   94 ,   76 ,   111 ,- ,   6 ,   28 ,   53 ,   372 ,   17 ,   37 ,   252 ,   71 ,   180 
Culturas diversas e gado,,expl. (nº),  2 174 ,   620 ,   163 ,   61 ,   27 ,   8 ,   43 ,   101 ,   20 ,   83 ,   7 ,   12 ,   4 ,   15 ,   76 
,,SAU (ha),  12 640 ,  2 630 ,   443 ,   444 ,   99 ,   27 ,   246 ,   281 ,   164 ,   345 ,   15 ,   88 ,   4 ,   106 ,   368 
Não classificadas,,expl. (nº),   655 ,   73 ,   8 ,   9 ,   3 ,   1 ,   5 ,   8 ,   2 ,   9 ,   1 ,   1 ,   4 ,   5 ,   17 
,,SAU (ha),  2 032 ,   156 ,   17 ,   22 ,   6 ,... ,   10 ,   35 ,... ,   11 ,... ,... ,   7 ,   2 ,   43 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,
,,
,,
,,
