Principais culturas temporárias,,,,,,,,,,,,
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,   1 ,... ,   1 ,... ,- ,- ,- ,- ,- ,- 
,Rio Maior,,,,,,,,,,,
,,Culturas temporárias,   956 ,  3 074 ,   906 ,  2 769 ,   211 ,   306 ,   15 ,   52 ,   197 ,   255 
,,Cereais para grão,   376 ,  1 182 ,   359 ,  1 131 ,   45 ,   50 ,   3 ,   12 ,   43 ,   39 
,,Leguminosas secas para grão,   123 ,   49 ,   107 ,   41 ,   22 ,   9 ,   2 ,... ,   20 ,   9 
,,Prados temporários,   23 ,   95 ,   23 ,   85 ,   1 ,... ,- ,- ,   1 ,... 
,,Culturas forrageiras,   505 ,  1 066 ,   452 ,   837 ,   163 ,   229 ,   5 ,   36 ,   158 ,   193 
,,Batata,   199 ,   83 ,   194 ,   78 ,   7 ,   3 ,   2 ,... ,   5 ,   2 
,,Beterraba sacarina,   3 ,   22 ,   3 ,   22 ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   3 ,o ,   3 ,o ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,   239 ,   568 ,   235 ,   565 ,   7 ,   4 ,   5 ,   3 ,   2 ,... 
,,Flores e plantas ornamentais,   5 ,   5 ,   5 ,   5 ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,   1 ,... ,   1 ,... ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,   2 ,... ,   2 ,... ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,   4 ,o ,   4 ,o ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,
