Principais culturas permanentes,,,,,,,,,,,,,,
,,Vila do Conde,expl (nº),478,57,50,22,5,- ,457,1,- ,- ,- 
,,,área (ha),174,4,14,44,o ,- ,105,... ,- ,- ,- 
,,Vila Nova de Gaia,expl (nº),368,73,57,56,12,1,285,1,- ,- ,- 
,,,área (ha),137,24,11,47,3,... ,44,... ,- ,- ,- 
,Tâmega,,expl (nº),"19,485","1,435",968,219,533,"3,376","19,376",27,- ,- ,5
,,,área (ha),"16,744",970,151,166,292,772,"14,295",60,- ,- ,3
,,Amarante,expl (nº),"2,118",38,33,19,22,372,"2,100",2,- ,- ,2
,,,área (ha),"2,336",24,3,19,18,138,"2,117",... ,- ,- ,... 
,,Baião,expl (nº),"1,883",132,183,10,53,334,"1,874",1,- ,- ,2
,,,área (ha),"1,701",68,65,o ,43,101,"1,420",... ,- ,- ,... 
,,Cabeceiras de Basto,expl (nº),"1,190",39,35,2,37,421,"1,187",- ,- ,- ,- 
,,,área (ha),962,9,6,... ,19,135,794,- ,- ,- ,- 
,,Castelo de Paiva,expl (nº),739,106,71,5,45,349,735,- ,- ,- ,- 
,,,área (ha),345,4,3,1,2,45,291,- ,- ,- ,- 
,,Celorico de Basto,expl (nº),"1,651",74,126,3,40,651,"1,647",4,- ,- ,- 
,,,área (ha),"1,431",18,5,o ,15,98,"1,282",8,- ,- ,- 
,,Cinfães,expl (nº),"1,641",85,53,1,61,233,"1,632",1,- ,- ,- 
,,,área (ha),689,42,4,... ,9,36,593,... ,- ,- ,- 
,,Felgueiras,expl (nº),"1,456",76,22,40,12,3,"1,452",- ,- ,- ,1
,,,área (ha),"1,557",26,1,68,7,o ,"1,452",- ,- ,- ,... 
,,Lousada,expl (nº),929,48,23,24,9,4,929,- ,- ,- ,- 
,,,área (ha),"1,004",10,3,16,2,o ,969,- ,- ,- ,- 
,,Marco de Canaveses,expl (nº),"1,748",122,174,20,17,391,"1,738",2,- ,- ,- 
,,,área (ha),"1,517",49,33,14,12,65,"1,343",... ,- ,- ,- 
,,Mondim de Basto,expl (nº),744,33,30,2,62,253,738,- ,- ,- ,- 
,,,área (ha),594,2,o ,... ,5,32,552,- ,- ,- ,- 
,,Paços de Ferreira,expl (nº),554,37,13,10,7,1,551,- ,- ,- ,- 
,,,área (ha),181,6,o ,3,3,... ,165,- ,- ,- ,- 
,,Paredes,expl (nº),"1,134",85,49,23,14,8,"1,124",6,- ,- ,- 
,,,área (ha),704,24,7,13,2,1,644,13,- ,- ,- 
,,Penafiel,expl (nº),"1,857",135,94,52,15,47,"1,852",5,- ,- ,- 
,,,área (ha),"1,558",25,6,27,7,9,"1,455",21,- ,- ,- 
,,Resende,expl (nº),"1,098",420,62,7,125,69,"1,082",6,- ,- ,- 
,,,área (ha),"1,621",655,15,1,131,17,797,3,- ,- ,- 
,,Ribeira de Pena,expl (nº),743,5,- ,1,14,240,735,- ,- ,- ,- 
,,,área (ha),544,8,- ,... ,17,95,421,- ,- ,- ,- 
,Entre Douro e Vouga,,expl (nº),"4,469",432,254,90,130,490,"4,375",1,- ,- ,3
,,,área (ha),961,49,64,18,26,86,706,... ,- ,- ,o 
,,Arouca,expl (nº),"1,599",174,53,16,92,483,"1,584",- ,- ,- ,- 
,,,área (ha),444,26,1,o ,17,84,312,- ,- ,- ,- 
,,Oliveira de Azeméis,expl (nº),835,165,128,41,16,- ,799,1,- ,- ,3
,,,área (ha),116,17,7,3,5,- ,83,... ,- ,- ,o 
,,Santa Maria da Feira,expl (nº),756,38,41,21,10,2,717,- ,- ,- ,- 
,,,área (ha),140,2,55,9,2,... ,67,- ,- ,- ,- 
,,São João da Madeira,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Vale de Cambra,expl (nº),"1,279",55,32,12,12,5,"1,275",- ,- ,- ,- 
,,,área (ha),261,4,1,6,2,2,244,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
