Produtor singular segundo a OTE e as classes de idade (Página 4),,,,,,,,,,,,
,,,Total,2,23,1,518,124,3,71,55,- 
,,,15 - 24,- ,- ,- ,1,1,- ,- ,- ,- 
,,,25 - 34,- ,1,- ,13,2,- ,3,3,- 
,,,35 - 44,- ,6,- ,57,21,1,7,9,- 
,,,45 - 54,1,5,1,99,31,1,18,7,- 
,,,55 - 64,- ,6,- ,147,32,- ,27,14,- 
,,,>= 65,1,5,- ,201,37,1,16,22,- 
,,Santo Tirso,,,,,,,,,,
,,,Total,3,10,2,324,72,2,49,50,- 
,,,15 - 24,- ,- ,- ,- ,1,- ,- ,- ,- 
,,,25 - 34,- ,2,- ,7,2,- ,- ,- ,- 
,,,35 - 44,1,- ,- ,25,- ,- ,4,7,- 
,,,45 - 54,- ,2,1,41,15,1,7,9,- 
,,,55 - 64,2,1,- ,92,23,1,18,17,- 
,,,>= 65,- ,5,1,159,31,- ,20,17,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
