Produtor singular segundo a OTE e as classes de idade (Página 2),,,,,,,,,,,,
,,,Total,36,91,10,209,74,24,48,83,- 
,,,15 - 24,1,- ,- ,1,- ,- ,- ,- ,- 
,,,25 - 34,3,6,1,1,1,1,1,3,- 
,,,35 - 44,6,15,1,35,13,5,8,21,- 
,,,45 - 54,15,18,2,35,15,4,6,21,- 
,,,55 - 64,8,30,3,60,23,9,12,20,- 
,,,>= 65,3,22,3,77,22,5,21,18,- 
,,Penedono,,,,,,,,,,
,,,Total,1,35,- ,141,23,11,13,50,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,1,- ,2,- ,1,1,3,- 
,,,35 - 44,- ,9,- ,14,3,2,- ,8,- 
,,,45 - 54,- ,7,- ,22,6,- ,1,12,- 
,,,55 - 64,1,9,- ,43,5,2,5,10,- 
,,,>= 65,- ,9,- ,60,9,6,6,17,- 
,,Peso da Régua,,,,,,,,,,
,,,Total,- ,5,1,10,2,1,- ,14,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,1,- ,- ,- ,1,- 
,,,35 - 44,- ,3,- ,3,- ,- ,- ,3,- 
,,,45 - 54,- ,1,1,3,- ,1,- ,5,- 
,,,55 - 64,- ,- ,- ,2,2,- ,- ,4,- 
,,,>= 65,- ,1,- ,1,- ,- ,- ,1,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
