Produtor singular segundo a OTE e as classes de idade (Bovinos para Gado/Carne / Alentejo Litoral - Sines),,,,,,,,,,,
,15 - 24,   5 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   76 ,   15 ,   2 ,   1 ,- ,- ,- ,   1 ,- ,   3 
,35 - 44,   223 ,   31 ,   7 ,   2 ,   1 ,   4 ,   5 ,   1 ,   4 ,   29 
,45 - 54,   316 ,   34 ,   18 ,   1 ,   4 ,   8 ,   5 ,   2 ,   1 ,   48 
,55 - 64,   530 ,   77 ,   35 ,   5 ,   3 ,   8 ,   9 ,   1 ,   3 ,   46 
,>= 65,   728 ,   122 ,   47 ,   3 ,   14 ,   8 ,   28 ,   4 ,   2 ,   48 
,Santiago do Cacém,,,,,,,,,,
,Total,  1 581 ,   187 ,   92 ,   17 ,   48 ,   177 ,   53 ,   89 ,   3 ,   60 
,15 - 24,   9 ,   4 ,   1 ,- ,- ,   1 ,- ,- ,- ,- 
,25 - 34,   63 ,   11 ,   9 ,   1 ,- ,   3 ,- ,- ,- ,   1 
,35 - 44,   151 ,   17 ,   14 ,   2 ,   3 ,   9 ,   1 ,   6 ,- ,   14 
,45 - 54,   296 ,   34 ,   20 ,   2 ,   4 ,   31 ,   8 ,   14 ,- ,   15 
,55 - 64,   427 ,   57 ,   23 ,   4 ,   11 ,   41 ,   13 ,   17 ,- ,   15 
,>= 65,   635 ,   64 ,   25 ,   8 ,   30 ,   92 ,   31 ,   52 ,   3 ,   15 
,Sines,,,,,,,,,,
,Total,   213 ,   34 ,   8 ,- ,   2 ,   21 ,   1 ,   5 ,   1 ,   8 
,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   8 ,   2 ,- ,- ,- ,   1 ,- ,- ,- ,- 
,35 - 44,   29 ,   8 ,   1 ,- ,- ,   4 ,- ,- ,- ,- 
,45 - 54,   38 ,   5 ,   1 ,- ,- ,   4 ,- ,   1 ,- ,   3 
,55 - 64,   63 ,   11 ,   3 ,- ,   1 ,   5 ,- ,   1 ,   1 ,   2 
,>= 65,   75 ,   8 ,   3 ,- ,   1 ,   7 ,   1 ,   3 ,- ,   3 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,
