Produtor singular segundo a OTE e as classes de idade (Página 6),,,,,,,,,,,,
,,Gondomar,,,,,,,,,,
,,,Total,1,6,2,328,23,2,30,37,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,10,3,- ,- ,3,- 
,,,35 - 44,1,1,1,26,6,- ,3,3,- 
,,,45 - 54,- ,- ,- ,66,4,- ,9,9,- 
,,,55 - 64,- ,2,1,98,4,1,7,13,- 
,,,>= 65,- ,3,- ,128,6,1,11,9,- 
,,Maia,,,,,,,,,,
,,,Total,6,10,- ,96,26,2,29,18,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,2,2,- ,3,2,- 
,,,35 - 44,2,1,- ,12,5,- ,2,4,- 
,,,45 - 54,2,3,- ,18,10,- ,8,2,- 
,,,55 - 64,2,5,- ,27,4,- ,8,6,- 
,,,>= 65,- ,1,- ,37,5,2,8,4,- 
,,Matosinhos,,,,,,,,,,
,,,Total,10,3,- ,32,30,3,24,9,- 
,,,15 - 24,- ,- ,- ,1,- ,- ,- ,- ,- 
,,,25 - 34,1,- ,- ,1,1,- ,1,1,- 
,,,35 - 44,- ,- ,- ,2,1,- ,3,1,- 
,,,45 - 54,1,- ,- ,5,6,- ,3,2,- 
,,,55 - 64,4,2,- ,9,8,- ,6,2,- 
,,,>= 65,4,1,- ,14,14,3,11,3,- 
,,Póvoa de Varzim,,,,,,,,,,
,,,Total,17,5,- ,77,22,3,20,18,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,1,2,- ,1,- ,- ,- ,1,- 
,,,35 - 44,3,- ,- ,12,4,1,3,3,- 
,,,45 - 54,5,- ,- ,23,5,- ,5,4,- 
,,,55 - 64,4,2,- ,18,8,2,5,5,- 
,,,>= 65,4,1,- ,23,5,- ,7,5,- 
,,Valongo,,,,,,,,,,
,,,Total,1,4,3,128,20,1,12,17,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,1,- ,3,1,- ,- ,- ,- 
,,,35 - 44,- ,1,- ,11,3,- ,- ,1,- 
,,,45 - 54,- ,- ,1,26,5,- ,4,3,- 
,,,55 - 64,1,- ,1,47,5,- ,3,6,- 
,,,>= 65,- ,2,1,41,6,1,5,7,- 
,,Vila do Conde,,,,,,,,,,
,,,Total,34,9,4,29,36,4,50,11,- 
,,,15 - 24,1,- ,- ,- ,- ,- ,1,- ,- 
,,,25 - 34,4,1,- ,- ,- ,- ,1,- ,- 
,,,35 - 44,3,1,1,4,3,- ,3,2,- 
,,,45 - 54,6,2,1,3,3,2,11,1,- 
,,,55 - 64,9,4,1,11,11,1,20,4,- 
,,,>= 65,11,1,1,11,19,1,14,4,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
