Explorações segundo o número de ovinos (Alentejo Central - Arraiolos),,,,,,,,,
Mora,expl (nº),   123 ,   25 ,   12 ,   13 ,   14 ,   11 ,   21 ,   27 
,efect (nº),  35 978 ,   104 ,   192 ,   433 ,  1 040 ,  1 584 ,  6 840 ,  25 785 
Nisa,expl (nº),   372 ,   92 ,   68 ,   113 ,   37 ,   27 ,   30 ,   5 
,efect (nº),  25 285 ,   430 ,   931 ,  3 490 ,  2 562 ,  3 842 ,  9 796 ,  4 234 
Ponte de Sor,expl (nº),   420 ,   158 ,   58 ,   68 ,   34 ,   25 ,   47 ,   30 
,efect (nº),  54 722 ,   581 ,   857 ,  2 087 ,  2 318 ,  3 477 ,  15 216 ,  30 186 
Portalegre,expl (nº),   428 ,   124 ,   100 ,   101 ,   55 ,   28 ,   16 ,   4 
,efect (nº),  21 121 ,   615 ,  1 442 ,  3 036 ,  3 778 ,  3 985 ,  5 726 ,  2 539 
Alentejo Central,expl (nº),  3 248 ,   647 ,   586 ,   777 ,   400 ,   293 ,   268 ,   277 
,efect (nº),  450 405 ,  3 285 ,  8 085 ,  24 352 ,  27 346 ,  41 836 ,  85 874 ,  259 627 
Alandroal,expl (nº),   280 ,   65 ,   42 ,   71 ,   32 ,   34 ,   25 ,   11 
,efect (nº),  29 718 ,   295 ,   591 ,  2 156 ,  2 366 ,  4 782 ,  8 129 ,  11 399 
Arraiolos,expl (nº),   182 ,   17 ,   20 ,   53 ,   28 ,   23 ,   12 ,   29 
,efect (nº),  36 427 ,   70 ,   272 ,  1 702 ,  2 050 ,  3 163 ,  3 854 ,  25 316 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,
