Produtor singular segundo a OTE e as classes de idade (Não Classificado / Alto Alentejo - Elvas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,   450 ,   2 ,   89 ,   1 ,   52 ,   22 ,   10 ,   9 ,   81 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15 - 24,   4 ,- ,- ,- ,- ,   1 ,- ,- ,   1 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25 - 34,   17 ,- ,   6 ,- ,- ,   3 ,- ,   1 ,   2 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35 - 44,   50 ,- ,   12 ,- ,   5 ,   3 ,   1 ,   2 ,   11 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45 - 54,   71 ,- ,   12 ,- ,   9 ,   6 ,- ,   2 ,   10 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55 - 64,   93 ,   1 ,   20 ,   1 ,   13 ,   5 ,   4 ,   1 ,   12 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,>= 65,   215 ,   1 ,   39 ,- ,   25 ,   4 ,   5 ,   3 ,   45 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,   767 ,   1 ,   75 ,   5 ,   48 ,   16 ,   9 ,   28 ,   31 ,   15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15 - 24,   7 ,- ,- ,- ,- ,- ,- ,   1 ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25 - 34,   43 ,   1 ,   4 ,   1 ,   3 ,- ,- ,   8 ,   1 ,   2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35 - 44,   98 ,- ,   14 ,- ,   9 ,   2 ,- ,   4 ,   3 ,   2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45 - 54,   140 ,- ,   24 ,   1 ,   7 ,   4 ,   3 ,   7 ,   9 ,   4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55 - 64,   186 ,- ,   19 ,   2 ,   9 ,   7 ,   2 ,   3 ,   7 ,   4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,>= 65,   293 ,- ,   14 ,   1 ,   20 ,   3 ,   4 ,   5 ,   11 ,   3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
