Principais culturas permanentes (Baixo Alentejo - Vidigueira),,,,,,,,,,,,,,,,,,,,,,,
,,área (ha),  1 559 ,   12 ,   15 ,- ,... ,   989 ,   539 ,- ,- ,- ,- ,
,Ferreira do Alentejo,expl (nº),   239 ,   8 ,   9 ,- ,   3 ,   230 ,   7 ,- ,- ,- ,- ,
,,área (ha),  3 149 ,   68 ,   13 ,- ,   59 ,  2 640 ,   370 ,- ,- ,- ,- ,
,Mértola,expl (nº),   295 ,   34 ,   64 ,- ,   99 ,   242 ,   18 ,- ,- ,- ,- ,
,,área (ha),  1 677 ,   102 ,   70 ,- ,   812 ,   681 ,   13 ,- ,- ,- ,- ,
,Moura,expl (nº),  1 408 ,   170 ,   56 ,- ,   15 ,  1 392 ,   289 ,- ,- ,- ,- ,
,,área (ha),  17 469 ,   609 ,   53 ,- ,   12 ,  15 923 ,   869 ,- ,- ,- ,- 
,Ourique,expl (nº),   194 ,   6 ,   14 ,   1 ,   7 ,   172 ,   16 ,   1 ,- ,- ,- 
,,área (ha),   731 ,   4 ,   3 ,... ,   21 ,   679 ,   22 ,... ,- ,- ,- 
,Serpa,expl (nº),  1 525 ,   128 ,   101 ,   1 ,   17 ,  1 499 ,   21 ,   1 ,- ,- ,- 
,,área (ha),  18 193 ,   152 ,   61 ,... ,   34 ,  17 630 ,   316 ,... ,- ,- ,- 
,Vidigueira,expl (nº),   542 ,   23 ,   148 ,- ,   7 ,   479 ,   243 ,   2 ,- ,- ,- 
,,área (ha),  5 460 ,   30 ,   158 ,- ,   71 ,  3 685 ,  1 517 ,... ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,,,
